gene,hazard_ratio,p_value,fdr,mean_expression,sd_expression
ANK2,1.107772987,0.473036638,0.680454536,24587.99475,34548.25825
CCNA2,0.844814583,0.236286003,0.464843205,194234.181,187643.3495
USP53,1.193098968,0.217240526,0.444820582,90608.99788,63122.70176
MARCHF1,1.178321607,0.249755191,0.477082567,32960.27589,29869.89856
RPS3A,1.029737447,0.836642983,0.917108747,4180553.913,2448007.595
PDGFC,1.289067045,0.075732232,0.257532195,140714.3066,92532.35522
CBR4,0.948564552,0.708433323,0.841960753,137454.5746,68974.55679
GLRA3,0.982245826,0.899594707,0.949221407,30685.04184,138294.8986
NDUFS6,0.780454558,0.08776616,0.277024834,836935.1101,706080.5095
MARCHF6,1.197448528,0.204305911,0.428496558,389527.0293,152524.7296
CDH18,1.280494796,0.08227771,0.269408245,2889.965529,18420.44348
SRD5A1,0.991319264,0.950878938,0.976629595,82229.22643,122495.3027
MYO10,1.186198199,0.227479384,0.456114278,132020.3822,125035.6844
OTULINL,0.901238958,0.463889324,0.674114442,88677.18058,87928.66154
RPL37,0.916766121,0.539843297,0.729425016,1732782.655,1201170.342
SKP2,1.10790776,0.470372286,0.678818527,132316.0858,114838.1576
OSMR,1.04801647,0.740453165,0.859980252,234060.7388,183867.5131
PLK2,1.212093881,0.175827544,0.396341446,630578.5308,572681.4106
GZMA,0.641656366,0.002042209,0.047752934,170420.5377,241733.8627
PIK3R1,1.112894275,0.451680567,0.663519951,359316.2193,290102.3457
HAPLN1,0.862385303,0.298570292,0.527721741,19692.434,101500.7575
LHFPL2,1.541740106,0.002900843,0.054871823,211188.0654,106628.2334
SSBP2,1.55598162,0.002219232,0.049316717,78059.1087,47051.73505
BHMT,1.032517386,0.821984288,0.90756855,986.1665543,2320.575307
IQGAP2,1.227629157,0.149764238,0.363173391,185638.4903,185366.7197
CRHBP,1.396272394,0.02140792,0.135145052,8712.442441,30408.01274
RASA1,1.297690785,0.067790932,0.24253465,254154.9933,158013.408
GIN1,1.28887736,0.073523152,0.253661651,40214.68661,14579.73312
PPIP5K2,1.194854274,0.210943117,0.43677899,70526.27013,30974.84002
PAM,1.341870801,0.039498189,0.184748288,407715.3666,351119.8533
GTF2H2,1.326481527,0.049433147,0.204445249,8435.720935,8576.523805
SLC30A5,1.119413456,0.424818596,0.640912518,290870.0509,101211.1767
BTF3,0.786298118,0.091960089,0.282373767,4540155.744,1890505.554
TNFAIP8,1.014999142,0.916613575,0.958198597,52978.63156,38562.31348
FEM1C,1.446003033,0.009979476,0.094325167,185177.4874,88699.39336
COMMD10,1.057976782,0.689880055,0.829919857,240975.0865,99582.05052
ATG12,1.225819524,0.149990247,0.363373164,115945.7284,37067.66766
YIPF5,1.682579257,0.000283589,0.023273671,379588.1716,111779.228
ARHGAP26,0.943078949,0.679181539,0.824277243,44869.37134,38771.68829
CXCL14,0.852467094,0.258749936,0.487307677,4125196.202,11785757.91
DDX46,1.044528061,0.759241905,0.870162627,200798.2791,60342.88574
GABRB2,1.225377585,0.151438347,0.365289975,3664.124727,5611.391147
FBXO38,1.140652555,0.356156174,0.580707971,116045.7393,41087.92661
PCYOX1L,0.810550556,0.139809205,0.351018375,63425.21832,26534.46755
TNIP1,0.774344502,0.072115898,0.250663913,520572.8824,232173.8124
G3BP1,0.869018863,0.322118389,0.550466434,371382.3252,132977.5964
N4BP3,0.843488612,0.234389284,0.462995435,140265.9418,128420.0619
NHP2,0.803027241,0.125495926,0.331963018,853544.7118,440384.6649
RMND5B,0.85661999,0.278408018,0.509042606,176098.1067,74628.78829
CPLX2,1.008866345,0.950421889,0.976629595,27506.76217,185187.378
KCNMB1,1.00995339,0.94436822,0.974123549,40522.76721,65437.88369
FAM50B,0.965331228,0.803900763,0.897699104,134097.4203,89003.91051
FARS2,0.87208996,0.3368633,0.563725893,177685.5571,61117.99064
GFOD1,1.535057427,0.002974389,0.055593645,39250.34626,34043.89959
CDKAL1,0.956737381,0.75526511,0.867898388,110080.2878,107807.6042
LRRTM2,1.047225066,0.746783239,0.863331986,4720.768245,19922.25928
GFRA3,1.099603694,0.502772251,0.701849162,19679.67882,104234.1883
KLHL3,1.360340643,0.032774251,0.16820808,13915.66099,11376.89184
HIGD2A,0.778245448,0.079642186,0.265159566,1651539.184,938986.5971
FAM193B,0.909814587,0.504070902,0.702931496,137785.9647,77874.44309
PLA2G7,0.862913725,0.297932786,0.527105144,101484.7352,132014.2369
TNFRSF21,1.535109467,0.003344794,0.058517996,357214.0949,367154.0182
RNF44,0.83077535,0.190634253,0.412693532,237549.7029,87187.3362
MMUT,1.518425214,0.003584908,0.060400472,327251.5648,147731.3372
DOK3,0.715315065,0.021428832,0.135145052,45681.23273,32049.15962
ABT1,0.890404582,0.414310741,0.63247917,240633.3043,94948.90067
DAAM2,1.35761634,0.032636064,0.167673898,66428.25581,75168.6208
PRIM2,0.914054416,0.526238047,0.721280244,85175.09464,51193.9146
LGSN,0.889727552,0.409145969,0.62816429,699.3698731,3802.657086
FGD2,0.915203016,0.534724191,0.726160497,17338.35211,16367.73447
NFKBIE,0.540100349,2.86954170852029e-05,0.012389246,188879.1531,140923.6449
CYP39A1,1.307023035,0.061842241,0.229599971,33629.17013,82723.19847
TPBG,0.750491603,0.046355852,0.198259344,268108.442,169247.3066
PHIP,1.183855382,0.237027096,0.465694875,151250.9578,75746.9889
GABRR1,1.148404452,0.329925348,0.55774962,892.2244984,4738.50586
PNRC1,0.935581845,0.640873262,0.798625927,651530.9394,356877.3491
AIG1,1.440871626,0.010863269,0.098064878,179859.8255,97923.67531
DYNLT1,1.051765737,0.722159514,0.849984068,699026.5451,338889.1213
WTAP,1.279864709,0.088461833,0.278146086,335149.9227,102830.3373
ZMYM4,0.827531207,0.180691088,0.401962231,276035.1751,91969.99315
VIP,1.192732223,0.214017697,0.440164878,2506.539749,3145.694824
ARMT1,0.951537678,0.726745996,0.852696652,982284.4014,1325824.578
SLC22A3,1.093737682,0.530316813,0.72326263,20415.88467,42441.70141
GNA12,1.242478564,0.126321728,0.332758068,320939.3844,115578.1897
CCZ1B,0.969285987,0.825491248,0.909761897,27066.57596,11319.52935
C7orf26,1.020891925,0.883592141,0.941952857,249421.8146,85780.39304
CREB5,1.165185455,0.286027,0.516086628,17996.34972,24229.60752
EGFR,1.103555875,0.488419899,0.692587158,168726.3516,1034460.232
IGFBP3,1.240749762,0.128604432,0.335643131,788889.1479,759661.6885
IGFBP1,1.005140613,0.97106147,0.985821474,10056.417,176282.8509
MDH2,0.848302606,0.251951546,0.479136011,1358999.78,699653.4247
POMZP3,1.195535216,0.214975572,0.441754153,102032.0191,71051.11207
NIPSNAP2,1.086549487,0.557085085,0.741552441,394575.0471,389884.1645
CCT6A,1.029472341,0.838074071,0.91772847,1418932.644,1794256.334
PSPH,1.054258201,0.708583369,0.841960753,154038.9397,226043.6425
ATXN7L1,1.049040573,0.737579882,0.858769449,33231.75508,16779.24647
TMEM168,1.091518077,0.539842938,0.729425016,110434.6289,42705.19418
MAP11,0.769967274,0.067549395,0.24195693,134967.4479,66672.49487
SLC12A9,0.741143639,0.036621653,0.178212226,110721.914,50890.20113
MEPCE,0.789775604,0.099966968,0.294325541,494740.9799,187349.2281
TMEM209,0.809648727,0.136232581,0.345700183,196429.1355,81799.80423
AGBL3,1.227210125,0.152725515,0.366911516,7404.692276,5549.942067
TMEM140,1.099833223,0.50536987,0.704232129,256453.5167,146714.1981
TLK2,0.973006325,0.846680779,0.923525294,111389.0783,56141.06859
EPHA1,0.716789769,0.019549181,0.129283394,98679.44968,50221.61589
NCAPG2,0.911551754,0.5132227,0.710774341,116365.373,79366.30433
NLGN4X,1.268008061,0.097044512,0.289100816,22176.90027,36297.83238
SHROOM2,0.909637957,0.503673231,0.702620241,59689.51276,40731.28653
LUC7L2,0.780693033,0.080457492,0.266115082,171843.2421,56340.26064
DENND2A,1.038824102,0.788128283,0.888610596,28980.85517,39656.95348
TMEM47,1.214002637,0.173368488,0.393502946,222837.1567,520360.3282
CASK,1.075429352,0.608490755,0.777676787,176531.3851,115037.23
KDM6A,1.28362141,0.079728522,0.265163927,152811.9191,63703.39688
SPIN2A,1.292485014,0.074939645,0.256061438,2413.61967,15894.08427
MSN,1.150416264,0.328618292,0.55633989,1416925.872,906183.3427
SLC16A2,1.960091883,5.87235242579788e-06,0.005915906,183739.9422,176443.0606
DIPK2B,1.284362412,0.082082706,0.268930322,89015.75239,88974.04404
ZNF157,1.239156763,0.13589513,0.345133661,1733.534072,2347.006973
CHST7,1.273733192,0.092463964,0.283129905,33295.15082,33654.00919
KRBOX4,1.297056351,0.07175354,0.249971154,62063.33432,24742.2333
NDUFB11,0.808912106,0.137669054,0.348144308,1373802.675,990300.0311
ZMYM3,0.982608796,0.901167071,0.950214455,174309.6753,50518.44679
TAF1,1.411641665,0.016328278,0.119631847,130675.5372,51133.76433
NONO,1.091227142,0.538462642,0.728630253,1713707.379,510353.1049
LPAR4,1.23010209,0.146969205,0.359593587,4951.846825,6992.501213
EBP,0.726195239,0.025882361,0.149709025,411370.2881,326188.2558
OGT,1.237207208,0.136415849,0.346019974,393217.2817,194240.3908
ITGB1BP2,0.823562856,0.172043172,0.392124793,6132.65363,21890.95218
IL2RG,0.63972892,0.001944101,0.046188343,252226.9091,350353.9177
ZNF711,1.071726497,0.627011526,0.788487413,44666.06546,46119.28626
DIAPH2,1.159060104,0.300555335,0.530115765,54747.79762,37707.00747
NXF3,1.303146635,0.061129928,0.228438855,1899.977736,6951.719875
PRPS1,1.016533259,0.907653858,0.953478232,409005.5124,178967.1165
RADX,1.049547808,0.732507996,0.85662551,9717.529801,14705.08141
IGSF1,0.919412396,0.552377912,0.738274912,73158.81696,666134.3973
GPC3,1.202936337,0.196092476,0.419197515,338008.7864,872899.6241
RBMX,0.948134047,0.707180821,0.841528674,745475.9568,163024.2347
MCPH1,1.144170822,0.343123046,0.56884637,51020.29597,19149.24787
MFHAS1,1.199837841,0.199528242,0.423174898,75487.11027,51333.66919
NSDHL,0.916466874,0.539240833,0.729189494,349839.1287,172833.1788
ZNF185,1.172518804,0.261297279,0.490272049,230252.14,217347.6285
CETN2,0.838724582,0.216354822,0.443457687,926751.9332,414125.4983
RPL10,1.006622274,0.963088921,0.982287018,6065268.326,2727043.968
CSGALNACT1,1.302515537,0.06530835,0.236735425,57821.50351,48371.21855
ATP6V1B2,0.965216442,0.803368047,0.897340508,302328.5522,158826.2006
CCDC25,1.250369279,0.115719289,0.317794294,227224.0538,90266.45548
HMBOX1,1.006653672,0.962587763,0.982079023,62092.07974,46762.42374
CHRNA6,0.742396538,0.036832977,0.178753055,9982.230465,86427.6058
GNRH1,1.020662063,0.884939733,0.942392216,18965.48105,17609.88045
BIN3,0.7173325,0.020320672,0.132073444,56592.2656,23744.31582
DOK2,1.038524281,0.790245973,0.890086438,75630.56235,87953.57362
SLC25A37,0.99649602,0.980296817,0.990556612,136568.5429,135526.1667
CHMP7,0.66204059,0.004552158,0.066382428,255094.9287,100750.2653
DOCK5,1.063948427,0.661229826,0.811952424,50288.6652,33118.4534
STAR,0.932514036,0.621418774,0.785074318,16326.75823,468621.6894
PLPBP,1.399419852,0.01919941,0.128374816,482640.473,518514.2114
ERLIN2,1.103094486,0.488103218,0.692405516,327982.7599,421658.0703
ST18,0.916941694,0.541906572,0.731068915,685.4059373,3471.617101
RGS20,1.52600888,0.003219697,0.057749142,3731.473148,10377.88494
TACC1,1.101529741,0.496979134,0.697953154,203658.095,237580.6848
GOLGA7,1.267516088,0.105117485,0.302566249,633815.5225,470788.3853
GINS4,0.868879332,0.321697491,0.550302225,41158.97113,51367.88616
NSD3,1.352594381,0.035512044,0.174920465,231886.3356,312396.1543
MRPS28,0.910223056,0.509373872,0.707470213,176123.7122,98937.20161
LACTB2,1.342636274,0.037950066,0.181456861,173035.3821,114995.8325
TERF1,1.446212374,0.009861443,0.093722473,88391.99349,37728.64118
RPL7,1.110376263,0.461365282,0.671981313,6081514.051,3735293.207
SYBU,0.98143069,0.894570028,0.947160519,129749.4839,126451.8272
DPYS,1.01503588,0.916414903,0.958102548,1267.70378,2947.735609
MTDH,1.192748244,0.213412604,0.439588511,730695.1833,410201.1921
LRP12,1.383210113,0.024108663,0.143790943,39391.80811,30434.94218
EBAG9,1.203514613,0.190501435,0.412640944,209615.6163,107588.4072
POLR2K,1.010342339,0.941952332,0.972605205,847632.2642,509599.9192
EIF3H,1.187904663,0.228313066,0.456739476,1371402.343,1148396.981
ZNF7,0.932587875,0.621605523,0.785074318,66210.89543,31090.97436
SLC39A4,0.736760474,0.034733027,0.173078139,109815.9216,130892.8126
VLDLR,1.46971434,0.00788516,0.084208213,65666.05487,79440.82156
NFIB,1.121883594,0.422260587,0.638880621,304960.1184,339441.9206
PLIN2,1.36995384,0.027166514,0.152996563,310852.8204,301201.52
HAUS6,1.110463466,0.459286384,0.670083647,76445.17051,40318.03101
CDKN2B,1.141956656,0.348487059,0.572866474,166049.6702,185798.2295
CDKN2A,0.678673577,0.007496969,0.082919355,108408.3778,230271.4169
SIGMAR1,0.780587289,0.08312411,0.270421789,714068.8763,396352.3826
CBWD5,0.733214087,0.029161337,0.158635943,16013.5663,13199.10168
NTRK2,0.949220189,0.71260914,0.844044032,114603.4049,247031.9861
SHC3,1.504367192,0.005057916,0.069015849,8318.553243,12385.75557
AUH,1.444292827,0.010392131,0.095818335,139320.2453,53544.33906
AOPEP,1.7600651,0.000101785,0.015663881,44799.93064,33974.62057
PLPPR1,0.906259354,0.485927027,0.690493057,4422.087795,10267.03165
UGCG,0.716335161,0.019173224,0.1283417,787651.8334,901779.3063
STOM,1.109482688,0.465343363,0.675010308,2083084.456,1369694.815
GSN,1.17187516,0.266587111,0.496804622,1319734.692,1806002.188
NR6A1,1.114439056,0.44575341,0.657806865,16757.63743,15190.4664
ALAD,1.251465654,0.114269963,0.315246367,318067.3386,141142.6486
ASTN2,0.681639497,0.007720727,0.08377488,65051.07463,87985.53991
POLE3,0.705168888,0.014907304,0.113208,717222.0354,260228.1427
SURF1,0.763744542,0.059225879,0.224618318,543078.6301,279469.6275
SURF2,0.736116931,0.033899235,0.170824449,315595.8959,238942.3776
MED22,0.877938267,0.362752845,0.587136049,124516.5969,45293.87733
REXO4,0.900295867,0.463291326,0.673569313,258854.7044,105204.9118
RPL7A,0.880070969,0.365987722,0.590395726,11067810.86,5429896.025
GTF3C5,1.002343113,0.986894435,0.993201942,375032.5193,198779.4027
ASB6,0.90181268,0.464840743,0.674665449,149679.5984,46384.40764
PTGES2,0.932916901,0.625889613,0.787823945,294529.1507,170549.4509
CIZ1,1.066417487,0.649117607,0.803878582,434306.5007,130557.1271
SH3GLB2,0.829361134,0.189511529,0.41168102,338392.7437,211671.2999
PTGES,0.949256593,0.713038038,0.844179497,659517.2097,1033237.254
LCN2,0.902186667,0.466383882,0.675625263,392300.9246,2628231.011
GPR107,1.08185704,0.577602597,0.756296773,394898.0542,142021.0111
INPP5E,1.203011852,0.192565532,0.414811959,98381.72657,42049.60124
SEC16A,0.941367324,0.671043174,0.81912921,581863.259,292521.6335
NOTCH1,1.333748747,0.044406242,0.195493451,149643.6475,134778.3234
CACNA1B,1.293894507,0.070252866,0.247146707,2611.401816,9863.425921
NACC2,1.4858014,0.005421366,0.07139216,103554.7429,51817.4009
USP6NL,1.397193689,0.021024538,0.13412435,54983.88271,35986.27252
COMMD3,0.703607825,0.014783007,0.112751903,236270.6824,156662.3864
MSRB2,0.859173072,0.286236887,0.516234183,353631.468,254564.1075
PDSS1,0.916081316,0.536541482,0.727420819,74049.16704,57070.24505
FAM171A1,1.080826783,0.585212482,0.76167465,159295.671,196109.0906
MINDY3,1.386931191,0.023774205,0.142917136,138749.4238,59047.6318
RSU1,1.48454747,0.006863287,0.07966045,530572.9928,350053.93
PARD3,1.189481369,0.221311623,0.449682758,202569.7935,108366.6894
ZEB1,1.155798795,0.311153192,0.539836375,106259.4232,80294.29711
FAM13C,1.275265301,0.088821727,0.278357522,10727.66156,12480.57156
NRBF2,1.393346305,0.022528452,0.138860347,280879.2722,129683.9581
A1CF,1.399112049,0.019510843,0.129283394,293.9064368,1998.588477
CDHR1,0.855715025,0.271090587,0.502024221,3628.281314,17169.24952
RGR,1.214979052,0.172721333,0.393077597,2178.554266,13718.52821
HERC4,1.564385642,0.002065424,0.047901984,71641.82063,33791.18028
CAMK2G,1.499669715,0.00522788,0.070116871,128262.0673,62495.36621
GLUD1,1.304074813,0.062302537,0.230540364,1348985.158,579222.5066
ANKRD1,1.151045985,0.320283362,0.548583957,16479.14595,160683.6723
HTR7,1.040503096,0.779658484,0.882848577,6210.977429,14202.37916
RPP30,1.124196718,0.414220565,0.63247917,116693.0468,35608.95206
ADD3,1.404144283,0.018533234,0.126302117,259840.1837,215302.0949
HABP2,0.894258859,0.428985031,0.643426376,7264.706738,26039.27989
DNAJB12,0.862959211,0.298028939,0.527198103,272665.7366,90887.05972
EIF4EBP2,1.294676214,0.073681358,0.253987434,674372.1817,384240.6137
NPFFR1,0.833941071,0.200389412,0.424257022,1578.44888,3354.302863
PLEKHS1,1.218764973,0.164772481,0.383433016,176873.887,198493.2066
TCF7L2,0.976757278,0.868240018,0.93373842,166642.5116,104261.1514
MKI67,0.886456818,0.395069285,0.616493665,179646.1392,168994.2038
CYP17A1,1.083123676,0.572633077,0.753018606,5436.422173,100800.9027
INA,0.851810468,0.25845637,0.486906506,9841.978093,62524.28134
MTG1,0.631567031,0.001464505,0.041533718,35846.64356,21109.27787
PAOX,0.668842447,0.005638691,0.072440098,64425.44779,34028.92825
GSTO1,0.628500937,0.001319036,0.04045438,909640.3312,423255.7997
TAF5,1.09373531,0.527217565,0.721741639,44240.36464,21837.67782
PPRC1,0.958469163,0.763849706,0.872878259,213023.3176,72936.85548
CNNM2,1.400578057,0.018144407,0.125382498,18191.518,12020.80061
PDCD11,0.649230103,0.002663255,0.053126745,199600.1897,81502.65161
ADAM12,0.838065983,0.217428301,0.445044472,246089.6644,228465.5218
RGS10,0.696699139,0.011500826,0.101188853,760780.1395,549353.0865
ADM,1.281914189,0.084027462,0.27154174,135569.947,249346.6005
GAS2,1.014384033,0.91954284,0.95954712,8297.080285,23227.40682
SLC5A12,1.244095145,0.124700093,0.33100886,1572.311644,6802.851677
LIN7C,1.027159925,0.852629205,0.926011541,182863.8128,82281.3178
SAA4,0.901838751,0.468929184,0.677719122,13110.44744,31767.24298
PGAP2,0.670343515,0.005713765,0.072618121,216997.1045,89025.98218
TUT1,0.762934515,0.05966638,0.225058239,83038.71926,43940.48384
ZNF214,0.947387775,0.701886941,0.837825205,23401.48567,19115.21083
ZNF215,1.118475923,0.428734168,0.643426376,7002.508358,7514.825899
HSD17B12,1.430427091,0.014649801,0.112615317,218955.0747,99811.3037
APIP,1.184935149,0.229986839,0.458797177,92606.78632,47245.50675
PAMR1,1.206697256,0.190036218,0.411826728,75077.59117,145068.4726
DGKZ,0.682527922,0.007871265,0.084208213,158681.0683,87688.76811
EIF3M,0.901303106,0.466772415,0.675785836,443503.5656,249621.5023
GLYAT,1.184313073,0.235757401,0.464341441,20515.57785,88978.29494
SERPING1,1.00771989,0.956907513,0.979762596,2059866.471,1475547.766
SSRP1,0.699472309,0.012430418,0.105084841,699883.3833,362120.66
SLC43A1,1.078012805,0.595589617,0.768088179,106080.9351,103967.4328
PTPRJ,0.764001744,0.060666793,0.227546454,118366.6453,67510.62025
C11orf49,0.645468741,0.002548094,0.052387601,108423.6914,44849.77543
ARFGAP2,0.744849409,0.041067287,0.188339315,430606.4161,134736.6986
CELF1,0.944312041,0.68527267,0.827468732,297634.6425,76149.73745
HIKESHI,1.325207381,0.04921073,0.204295505,147612.3461,65795.99057
CCDC81,1.338424212,0.040575767,0.187371382,3193.747014,3225.90816
ENDOD1,1.678825888,0.000448486,0.028386103,327392.6483,232318.2055
CCDC82,1.252154837,0.117750602,0.319952867,44634.10273,33778.73945
KLHL35,0.659009593,0.004038486,0.062995167,34942.60351,64589.85489
TENM4,1.066363237,0.654930235,0.80724425,23410.00641,24783.32867
SERPINH1,0.85641406,0.276209933,0.506846066,1263268.64,1083312.669
CAPN5,0.970482735,0.832511768,0.914431652,45114.88169,83213.57841
PAK1,0.594284693,0.000333664,0.024746371,379299.1421,884378.7828
RPS3,0.807468733,0.132834724,0.341377333,4700073.986,5210929.105
TTC12,0.961231341,0.779846518,0.882978791,79573.11445,47193.44981
NCAM1,1.400973551,0.018896835,0.127408721,12802.13238,32393.60745
DRD2,1.230368277,0.148473716,0.361437527,9395.912888,29762.69979
NPAT,1.365130852,0.031495199,0.164611096,72768.0672,33638.34152
ATM,1.417165424,0.016341877,0.119658968,57294.34922,37532.71698
AASDHPPT,1.045759061,0.753224102,0.866898165,161331.9645,69491.24318
GLB1L2,1.073625596,0.618469074,0.783471931,64624.8423,62329.37616
GRIK4,0.75601336,0.049601655,0.204476546,8595.310901,12128.1366
ST14,0.795042586,0.107527856,0.305281222,892710.8468,684360.5495
HYOU1,0.858748486,0.284724126,0.515219366,550046.4719,318315.906
TKFC,0.784372562,0.091003929,0.280823806,153951.2147,86838.88558
MTA2,0.633223723,0.001539173,0.042425442,600330.4817,219737.3929
FADS1,0.881007483,0.370967854,0.594689891,85881.21066,141632.4158
ROM1,1.11330764,0.447404894,0.659675298,33318.43062,27074.40884
EML3,0.946513713,0.697541776,0.835736624,181418.8013,80011.95295
INCENP,0.821317004,0.166821282,0.385529053,126418.5046,77248.57625
PLCH2,1.130673294,0.386164976,0.609069062,19759.51095,24193.43761
CPSF7,0.923183609,0.572096629,0.752483532,376575.2729,121199.7646
